,context,question,answer
26,"Beyoncé embarked on The Mrs. Carter Show World Tour on April 15 in Belgrade, Serbia; the tour included 132 dates that ran through to March 2014. It became the most successful tour of her career and one of the most-successful tours of all time. In May, Beyoncé's cover of Amy Winehouse's ""Back to Black"" with André 3000 on The Great Gatsby soundtrack was released. She was also honorary chair of the 2013 Met Gala. Beyoncé voiced Queen Tara in the 3D CGI animated film, Epic, released by 20th Century Fox on May 24, and recorded an original song for the film, ""Rise Up"", co-written with Sia.","132 beyonce embarked on the mrs. carter show world tour on april 15 in belgrade, serbia ; the tour included 132 dates that ran through to march 2014. it became the most successful tour of her career and one of the most - successful tours of all time. in may, beyonce's cover of amy winehouse's "" back to black "" with andre 3000 on the great gatsby soundtrack was released. she was also honorary chair of the 2013 met gala. beyonce voiced queen tara in the 3d cgi animated film, epic, released by 20th century fox on may 24, and recorded an original song for the film, "" rise up "", co - written with sia.",132
27,"Beyoncé embarked on The Mrs. Carter Show World Tour on April 15 in Belgrade, Serbia; the tour included 132 dates that ran through to March 2014. It became the most successful tour of her career and one of the most-successful tours of all time. In May, Beyoncé's cover of Amy Winehouse's ""Back to Black"" with André 3000 on The Great Gatsby soundtrack was released. She was also honorary chair of the 2013 Met Gala. Beyoncé voiced Queen Tara in the 3D CGI animated film, Epic, released by 20th Century Fox on May 24, and recorded an original song for the film, ""Rise Up"", co-written with Sia.","back to black beyonce embarked on the mrs. carter show world tour on april 15 in belgrade, serbia ; the tour included 132 dates that ran through to march 2014. it became the most successful tour of her career and one of the most - successful tours of all time. in may, beyonce's cover of amy winehouse's "" back to black "" with andre 3000 on the great gatsby soundtrack was released. she was also honorary chair of the 2013 met gala. beyonce voiced queen tara in the 3d cgi animated film, epic, released by 20th century fox on may 24, and recorded an original song for the film, "" rise up "", co - written with sia.",Back to Black
28,"Beyoncé embarked on The Mrs. Carter Show World Tour on April 15 in Belgrade, Serbia; the tour included 132 dates that ran through to March 2014. It became the most successful tour of her career and one of the most-successful tours of all time. In May, Beyoncé's cover of Amy Winehouse's ""Back to Black"" with André 3000 on The Great Gatsby soundtrack was released. She was also honorary chair of the 2013 Met Gala. Beyoncé voiced Queen Tara in the 3D CGI animated film, Epic, released by 20th Century Fox on May 24, and recorded an original song for the film, ""Rise Up"", co-written with Sia.","met gala. beyonce embarked on the mrs. carter show world tour on april 15 in belgrade, serbia ; the tour included 132 dates that ran through to march 2014. it became the most successful tour of her career and one of the most - successful tours of all time. in may, beyonce's cover of amy winehouse's "" back to black "" with andre 3000 on the great gatsby soundtrack was released. she was also honorary chair of the 2013 met gala. beyonce voiced queen tara in the 3d cgi animated film, epic, released by 20th century fox on may 24, and recorded an original song for the film, "" rise up "", co - written with sia.",Met Gala.
29,"Beyoncé embarked on The Mrs. Carter Show World Tour on April 15 in Belgrade, Serbia; the tour included 132 dates that ran through to March 2014. It became the most successful tour of her career and one of the most-successful tours of all time. In May, Beyoncé's cover of Amy Winehouse's ""Back to Black"" with André 3000 on The Great Gatsby soundtrack was released. She was also honorary chair of the 2013 Met Gala. Beyoncé voiced Queen Tara in the 3D CGI animated film, Epic, released by 20th Century Fox on May 24, and recorded an original song for the film, ""Rise Up"", co-written with Sia.","queen tara beyonce embarked on the mrs. carter show world tour on april 15 in belgrade, serbia ; the tour included 132 dates that ran through to march 2014. it became the most successful tour of her career and one of the most - successful tours of all time. in may, beyonce's cover of amy winehouse's "" back to black "" with andre 3000 on the great gatsby soundtrack was released. she was also honorary chair of the 2013 met gala. beyonce voiced queen tara in the 3d cgi animated film, epic, released by 20th century fox on may 24, and recorded an original song for the film, "" rise up "", co - written with sia.",Queen Tara
30,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","the itunes store on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.",the iTunes Store
31,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","december 13, 2013 on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.","December 13, 2013"
32,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","the itunes store on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.",the iTunes Store
33,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","jay z on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.",Jay Z
34,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","forbes on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.",Forbes
35,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","more than double her earnings on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition. '",more than double her earnings
36,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","december 13, 2013 on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.","December 13, 2013"
37,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","one million on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.",one million
38,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","drunk in love on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.",Drunk in Love
39,"On December 13, 2013, Beyoncé unexpectedly released her eponymous fifth studio album on the iTunes Store without any prior announcement or promotion. The album debuted atop the Billboard 200 chart, giving Beyoncé her fifth consecutive number-one album in the US. This made her the first woman in the chart's history to have her first five studio albums debut at number one. Beyoncé received critical acclaim and commercial success, selling one million digital copies worldwide in six days; The New York Times noted the album's unconventional, unexpected release as significant. Musically an electro-R&B album, it concerns darker themes previously unexplored in her work, such as ""bulimia, postnatal depression [and] the fears and insecurities of marriage and motherhood"". The single ""Drunk in Love"", featuring Jay Z, peaked at number two on the Billboard Hot 100 chart. In April 2014, after much speculation in the weeks before, Beyoncé and Jay Z officially announced their On the Run Tour. It served as the couple's first co-headlining stadium tour together. On August 24, 2014, she received the Video Vanguard Award at the 2014 MTV Video Music Awards. Knowles also took home three competitive awards: Best Video with a Social Message and Best Cinematography for ""Pretty Hurts"", as well as best collaboration for ""Drunk in Love"". In November, Forbes reported that Beyoncé was the top-earning woman in music for the second year in a row—earning $115 million in the year, more than double her earnings in 2013. Beyoncé was reissued with new material in three forms: as an extended play, a box set, as well as a full platinum edition.","on the run tour. on december 13, 2013, beyonce unexpectedly released her eponymous fifth studio album on the itunes store without any prior announcement or promotion. the album debuted atop the billboard 200 chart, giving beyonce her fifth consecutive number - one album in the us. this made her the first woman in the chart's history to have her first five studio albums debut at number one. beyonce received critical acclaim and commercial success, selling one million digital copies worldwide in six days ; the new york times noted the album's unconventional, unexpected release as significant. musically an electro - r & b album, it concerns darker themes previously unexplored in her work, such as "" bulimia, postnatal depression [ and ] the fears and insecurities of marriage and motherhood "". the single "" drunk in love "", featuring jay z, peaked at number two on the billboard hot 100 chart. in april 2014, after much speculation in the weeks before, beyonce and jay z officially announced their on the run tour. it served as the couple's first co - headlining stadium tour together. on august 24, 2014, she received the video vanguard award at the 2014 mtv video music awards. knowles also took home three competitive awards : best video with a social message and best cinematography for "" pretty hurts "", as well as best collaboration for "" drunk in love "". in november, forbes reported that beyonce was the top - earning woman in music for the second year in a row — earning $ 115 million in the year, more than double her earnings in 2013. beyonce was reissued with new material in three forms : as an extended play, a box set, as well as a full platinum edition.",On the Run Tour.
40,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.","three at the 57th annual grammy awards in february 2015, beyonce was nominated for six awards, ultimately winning three : best r & b performance and best r & b song for "" drunk in love "", and best surround sound album for beyonce. she was nominated for album of the year but the award was won by beck for his morning phase album. in august, the cover of the september issue of vogue magazine was unveiled online, beyonce as the cover star, becoming the first african - american artist and third african - american woman in general to cover the september issue. she headlined the 2015 made in america festival in early september and also the global citizen festival later that month. beyonce made an uncredited featured appearance on the track "" hymn for the weekend "" by british rock band coldplay, on their seventh studio album a head full of dreams ( 2015 ), which saw release in december. on january 7, 2016, pepsi announced beyonce would perform alongside coldplay at super bowl 50 in february. knowles has previously performed at four super bowl shows throughout her career, serving as the main headliner of the 47th super bowl halftime show in 2013. the",three
